PDB_ID,UniProt_ID,Protein_Class_Uniprot
2xuc,Q873Y0,Glycosidase
2xuz,P40409,UNKNOWN
2xve,Q83XK4,Monooxygenase
2xvm,P25397,Methyltransferase
2xw7,A0QP85,UNKNOWN
2xwl,A0R560,Nucleotidyltransferase
2xwp,Q05592,Lyase
2xwq,O29537,Lyase
2xwv,P44542,UNKNOWN
2xxp,Q9ZII9,UNKNOWN
2xyk,Q7CX73,UNKNOWN
2xz9,Q8R7R4,Kinase
2xzk,Q4WQS0,Glycosidase
2xzl,P30771,Helicase
2xzo,Q92900,Helicase
2xzw,P0A3F4,UNKNOWN
2y0c,C9E261,Oxidoreductase
2y24,Q46961,Glycosidase
2y27,B4E7B5,Ligase
2y2b,P82974,Hydrolase
2y2f,O68720,Hydrolase
2y2m,Q7CRA4,Acyltransferase
2y30,Q9AMH9,DNA-binding
2y3q,P0ABD3,Oxidoreductase
2y3s,D3Y1I2,Oxidoreductase
2y4k,D0MI02,UNKNOWN
2y4o,B4EL89,Ligase
2y4r,Q9HZN6,Lyase
2y53,Q13WK4,Oxidoreductase
2y5n,Q59523,Monooxygenase
2y5s,B4E5F5,Transferase
2y65,P17210,Motor protein
2y6d,P09237,Hydrolase
2y6o,Q03137,Developmental protein
2y6p,O66914,Nucleotidyltransferase
2y71,P9WPX7,Lyase
2y7g,B0VHH0,Transferase
2y88,P9WMM5,Isomerase
2y8e,O18334,Actin-binding
2ya2,A0A0H2UNG0,Glycosidase
2ya8,P62575,Glycosidase
2yab,Q8VDF3,Calmodulin-binding
2yaj,Q38HX4,Lyase
2yay,O15826,Hydrolase
2yb1,Q7NXD4,Hydrolase
2ybo,P95417,Lyase
2yc3,P69834,Nucleotidyltransferase
2ycd,A9CFJ9,UNKNOWN
2ycf,O96017,Kinase
2ych,Q72IW8,UNKNOWN
2ycj,Q3ACR9,Methyltransferase
2ydp,B8ZY56,Glycosidase
2yex,O14757,Kinase
2yfd,Q9RS96,UNKNOWN
2yg2,O95445,UNKNOWN
2yg5,B0F9F6,Oxidoreductase
2yhx,P04807,Allosteric enzyme
2yi1,Q9Y223,Allosteric enzyme
2yim,O06543,Isomerase
2yip,P81860,UNKNOWN
2yj0,Q8VK10,UNKNOWN
2yjz,Q4V8K1,Oxidoreductase
2yk3,P00078,UNKNOWN
2yk4,P72097,Glycosyltransferase
2yky,A3EYF7,UNKNOWN
2ykz,P00138,UNKNOWN
2ymv,A0R2V4,UNKNOWN
2yn4,R4GRT2,Hydrolase
2yoh,Q8I4S1,Kinase
2yoo,A0R4Q6,Monooxygenase
2yqh,O74933,Nucleotidyltransferase
2yve,Q8NMG3,DNA-binding
2yvk,O31662,Isomerase
2yvl,O66653,Methyltransferase
2yvp,Q5SJY9,Hydrolase
2yw2,O66949,Ligase
2yx1,Q58293,Methyltransferase
2yy7,Q8KZM4,UNKNOWN
2yy8,O58214,Methyltransferase
2yye,O67139,Kinase
2yyj,Q5SJP8,Monooxygenase
2yyy,Q58546,Oxidoreductase
2yz3,Q7BJM5,Hydrolase
2z26,P05020,Hydrolase
2z3h,P0C2P0,Hydrolase
2z3u,Q83WG3,Monooxygenase
2z3y,O60341,Chromatin regulator
2z3z,Q7MUW6,Aminopeptidase
2z49,Q868M7,Antibiotic
2z4t,A8QYL1,Glycosyltransferase
2z5f,O43704,Transferase
2z5y,P21397,Oxidoreductase
2z67,Q6LZM9,RNA-binding
2z6c,O48963,Kinase
2z6i,Q9FBC5,Oxidoreductase
2z73,P31356,G-protein coupled receptor
2z77,P71817,Isomerase
2z7r,Q15418,Kinase
2z7x,O60603,Receptor
2z81,Q9QUN7,Receptor
2z86,Q8L0V4,Glycosyltransferase
2z8i,P18956,Acyltransferase
2z98,P41407,Oxidoreductase
2z9v,Q988B8,Aminotransferase
2zat,Q8WNV7,Oxidoreductase
2zb3,Q8VDQ1,Oxidoreductase
2zb4,Q8N8N7,Oxidoreductase
2zba,O94197,Transferase
2zbo,Q76FN8,UNKNOWN
2zbx,P18326,Monooxygenase
2zc0,Q9C4M4,Aminotransferase
2zc3,P14677,UNKNOWN
2zcv,P39315,Oxidoreductase
2zd8,P0AD64,Hydrolase
2zdo,Q7A649,Monooxygenase
2zdp,Q7A827,Monooxygenase
2ze6,P58758,Transferase
2zej,Q5S007,GTPase activation
2zfi,P33173,Hydrolase
2zfn,Q07794,Transferase
2zfu,O43159,Chromatin regulator
2zgi,Q5SKM2,Lyase
2zgy,P11904,UNKNOWN
2zhz,Q2SZ09,Transferase
2zi8,P9WNW7,Dioxygenase
2zif,Q5SL84,DNA-binding
2zj5,O73946,DNA-binding
2zjf,P95276,Hydrolase
2zo9,Q6XBH1,Hydrolase
2zog,Q9D1A2,Carboxypeptidase
2zon,D0VWQ8,UNKNOWN
2zpa,P76562,Acyltransferase
2zpt,Q3UZZ6,Transferase
2zq0,G8JZS4,Glycosidase
2zqo,O96048,UNKNOWN
2zr9,Q59560,DNA-binding
2zsc,B9A0T7,UNKNOWN
2zsh,Q9MAA7,Hydrolase
2ztg,O28029,Aminoacyl-tRNA synthetase
2ztj,O87198,Transferase
2zts,O57925,UNKNOWN
2zu5,P0C6X7,Endonuclease
2zue,O59147,Aminoacyl-tRNA synthetase
2zux,O31526,Lyase
2zw5,Q53796,Transferase
2zwa,Q08282,Methyltransferase
2zwi,A5LHX0,Glycosyltransferase
2zx2,P86179,Hemagglutinin
2zxc,Q9I596,Hydrolase
2zxd,Q9WYE2,Glycosidase
2zxe,Q4H132,Translocase
2zxi,O66962,UNKNOWN
2zxy,O67504,UNKNOWN
2zy4,Q93QX0,Aminotransferase
2zyj,Q72LL6,Aminotransferase
351c,P00099,UNKNOWN
3a06,Q9WZZ1,Oxidoreductase
3a0k,D5MNX4,UNKNOWN
3a0t,Q9X180,Kinase
3a10,Q9X181,DNA-binding
3a16,Q76K71,Lyase
3a1c,O29777,Translocase
3a1i,Q7DKE4,UNKNOWN
3a1s,Q9WXQ8,UNKNOWN
3a22,Q82L26,Glycosidase
3a25,O58523,Transferase
3a27,Q58952,Transferase
3a28,Q9ZNN8,Oxidoreductase
3a2o,P03367,Aspartyl protease
3a2q,P13398,Hydrolase
3a2y,P0AES0,Hydrolase
3a35,C4TPG1,UNKNOWN
3a3i,A8E0K8,Hydrolase
3a4g,C4B644,Monooxygenase
3a4t,Q60343,Methyltransferase
3a5y,P0A8N7,Ligase
3a6r,Q46604,UNKNOWN
3a72,Q7ZA77,UNKNOWN
3a7i,Q9Y6E0,Kinase
3a7r,P32099,Ligase
3a8i,P27248,Aminotransferase
3a8t,Q5GHF7,Transferase
3a99,P11309,Kinase
3a9f,O07091,UNKNOWN
3a9h,Q8ZUN8,UNKNOWN
3a9z,Q68FT9,Lyase
3ab1,Q8KCB2,Oxidoreductase
3aba,Q93H81,Monooxygenase
3abb,Q93H80,Monooxygenase
3abi,O59312,Oxidoreductase
3abx,B7X9Z2,Glycosidase
3acd,Q5SLS3,Glycosyltransferase
3add,Q58933,Kinase
3adz,A9JQL9,Transferase
3aex,Q5SL02,Lyase
3afh,Q9X2I8,Aminoacyl-tRNA synthetase
3afn,D6RU56,Oxidoreductase
3afv,Q8WZK8,Oxidoreductase
3ag6,Q2FV22,Ligase
3agc,Q8LDU4,Oxidoreductase
3agn,P00654,Endonuclease
3ah1,P0DPR0,Hemagglutinin
3ahc,D6PAH1,Lyase
3ahn,Q4W803,UNKNOWN
3ahq,Q96HE7,Oxidoreductase
3ai3,A4PB64,UNKNOWN
3aia,Q59034,Methyltransferase
3air,Q1XH05,Glycosidase
3aiw,Q9FYS3,Glycosidase
3aj4,Q96CS7,UNKNOWN
3aje,Q970S6,Nucleotidyltransferase
3ajn,P00698,Antimicrobial
3ajr,Q97BK3,UNKNOWN
3akh,Q82P90,Glycosidase
3akk,Q9ZKJ5,Kinase
3aln,P45985,Kinase
3amr,O31097,Hydrolase
3an1,P22985,Oxidoreductase
3ang,Q5SM42,DNA-binding
3ank,Q8E372,Glycosidase
3anu,A0A8V1ABE9,Lyase
3anx,Q5SK28,Transferase
3aos,Q9U556,UNKNOWN
3ap1,O60704,Transferase
3aq4,P36397,Hydrolase
3aq9,P17724,UNKNOWN
3aqt,Q8NR95,DNA-binding
3aqv,P54646,Chromatin regulator
3ar4,P04191,Translocase
3arx,Q9AMP1,Glycosidase
3asz,Q5SKR5,Kinase
3atr,Q4JA33,Oxidoreductase
3att,P9WI99,Kinase
3aty,Q8I6L9,UNKNOWN
3aut,P39485,Oxidoreductase
3av8,P00250,UNKNOWN
3awj,A3E7Z7,Acyltransferase
3awm,O24782,Monooxygenase
3axb,Q9YCJ0,Oxidoreductase
3axk,P0C512,Lyase
3axs,O67010,Methyltransferase
3ayf,B3Y963,UNKNOWN
3ayj,Q5W9R9,Monooxygenase
3ayx,F2Z6J5,Oxidoreductase
3az3,P11473,DNA-binding
3azc,P0C8N8,Translocase
3b00,Q9WXN1,Hydrolase
3b0g,Q76KB0,Oxidoreductase
3b0h,Q76KA9,Oxidoreductase
3b0p,Q5SMC7,Oxidoreductase
3b0x,Q5SJ64,DNA-directed DNA polymerase
3b12,Q1JU72,Hydrolase
3b1d,A6BMJ3,Lyase
3b1f,Q8DUW0,Oxidoreductase
3b1j,Q9R6W2,Oxidoreductase
3b1n,Q2SZE4,Kinase
3b1u,Q9UM07,Chromatin regulator
3b1v,Q5M586,UNKNOWN
3b2f,P27787,UNKNOWN
3b2g,Q51577,UNKNOWN
3b2q,Q60187,UNKNOWN
3b3f,Q4AE70,Chromatin regulator
3b42,Q74EM7,Transducer
3b47,Q74FM4,Transducer
3b4y,P9WNE1,Oxidoreductase
3b69,Q26964,UNKNOWN
3b6c,Q53901,DNA-binding
3b6h,Q16647,Isomerase
3b6j,P0A8G6,Oxidoreductase
3b6r,P12277,Kinase
3b6z,Q9Y7D0,Oxidoreductase
3b7e,Q9IGQ6,Glycosidase
3b7g,Q9UHI6,DNA-binding
3b7n,P33324,UNKNOWN
3b8x,Q9F118,Aminotransferase
3b8y,O50325,Lyase
3b8z,Q9UNA0,Hydrolase
3b98,F1RE08,Isomerase
3b9o,A4IU28,Monooxygenase
3b9x,P33022,Glycosidase
3baz,Q65CJ7,Oxidoreductase
3bb0,P49053,Oxidoreductase
3bbd,Q57977,Methyltransferase
3bc1,Q9ERI2,Hydrolase
3bc9,B8CZ54,Glycosidase
3bd9,Q8IZT8,Transferase
3beo,A0A348ACF3,Isomerase
3ber,Q9H0S4,Helicase
3bex,Q9WZY5,Kinase
3bfx,O00338,Transferase
3bgd,O55060,Methyltransferase
3bho,O43809,RNA-binding
3bib,Q6U7R4,UNKNOWN
3bj7,P48026,Acyltransferase
3bje,Q57VZ2,Glycosyltransferase
3bjw,P48650,UNKNOWN
3bk2,Q72JJ7,Endonuclease
3bl6,Q99TQ0,Hydrolase
3bm1,P0ACY1,Oxidoreductase
3bmw,P26827,Glycosyltransferase
3bnj,Q9S1E5,Oxidoreductase
3bnk,Q8TTU7,UNKNOWN
3bos,A1S6W5,UNKNOWN
3bp1,Q9KTK0,Oxidoreductase
3bpz,O88703,Ion channel
3bqc,P68400,Kinase
3bre,Q9HXT9,UNKNOWN
3brm,O31465,Hydrolase
3brn,Q09JR9,UNKNOWN
3bs8,P30949,Isomerase
3bso,Q70ET3,Hydrolase
3bu1,Q09JX9,UNKNOWN
3buj,Q8KND6,Monooxygenase
3buv,P51857,Oxidoreductase
3bw2,Q9FDD4,Dioxygenase
3bwk,Q8IIL0,Hydrolase
3bwn,Q9S7N2,Aminotransferase
3bwy,P21964,Methyltransferase
3bxo,Q9ZGH6,Methyltransferase
3bxu,Q74G83,UNKNOWN
3by4,P43558,Hydrolase
3c0o,P09167,Toxin
3c10,Q8WUI4,Chromatin regulator
3c1m,Q57991,Kinase
3c1o,D0VWT0,Oxidoreductase
3c1t,P51110,Oxidoreductase
3c1y,Q9WY43,DNA-binding
3c2v,P43619,Glycosyltransferase
3c3d,Q8PVT6,Transferase
3c3y,Q6YI95,Methyltransferase
3c4z,P28327,Kinase
3c5e,Q08AH3,Ligase
3c6k,P52788,Transferase
3c7a,Q9BHM6,Oxidoreductase
3c7i,P62993,UNKNOWN
3c8z,A0QZY0,Ligase
3c9u,O67883,Kinase
3ca5,P33183,Hydrolase
3cao,P94690,UNKNOWN
3cb0,Q8YHT7,Oxidoreductase
3cb2,P23258,UNKNOWN
3cbg,Q55813,Methyltransferase
3cbl,P07332,Kinase
3ce6,P9WGV3,Hydrolase
3cf4,Q46G04,Oxidoreductase
3cgb,A0A6L7HMK7,Oxidoreductase
3chh,Q70KH9,Oxidoreductase
3ci3,Q50EJ2,Transferase
3cip,P07830,Hydrolase
3cj7,O35795,Hydrolase
3ckv,Q73WU1,Glycosyltransferase
3ckz,Q6DPL2,Glycosidase
3cl5,P15776,Hemagglutinin
3cl7,Q3KFK7,UNKNOWN
3clh,P56081,Lyase
3cmc,P00362,Oxidoreductase
3cmq,O95363,Aminoacyl-tRNA synthetase
3cnl,Q9WZM6,UNKNOWN
3co8,Q04HB7,Isomerase
3cob,Q41460,Calmodulin-binding
3cog,P32929,Calmodulin-binding
3cp5,B3FQS5,UNKNOWN
3cpj,P38555,UNKNOWN
3cq5,Q9KJU4,Aminotransferase
3cr3,Q9CIV7,Kinase
3cse,Q6FPH0,Oxidoreductase
3ct4,Q9CIV8,Kinase
3ctl,P32719,Isomerase
3cty,Q9HJI4,Oxidoreductase
3cu0,O94766,Transferase
3cv2,P08997,Transferase
3cv3,Q8GCH2,Glycosyltransferase
3cvv,Q8SXK5,UNKNOWN
3cw9,Q8GN86,Ligase
3cxi,Q90249,Antibiotic
3cxo,Q8ZNF9,Lyase
3cyi,Q9BYN0,Antioxidant
3cyl,P82287,Myotoxin
3cz1,Q9U9J6,UNKNOWN
3d14,P97477,Kinase
3d1c,A0A0H3JN45,UNKNOWN
3d1r,P0A9C9,Hydrolase
3d1y,P04587,Aspartyl protease
3d2f,P32589,Calmodulin-binding
3d2m,Q5FAK7,Acyltransferase
3d3f,O32210,Oxidoreductase
3d3h,O66874,Carboxypeptidase
3d3w,Q7Z4W1,Oxidoreductase
3d72,Q1K5Y8,Activator
3d80,P00375,Oxidoreductase
3d89,Q8K2P6,UNKNOWN
3d8n,Q72KM1,Lyase
3d9s,P55064,UNKNOWN
3daa,P19938,Aminotransferase
3dan,Q40778,Lyase
3dbx,Q5GL29,UNKNOWN
3dc4,P18105,Motor protein
3dcj,P9WHM5,Transferase
3dcm,Q9X1Q6,UNKNOWN
3dcr,O38732,Aspartyl protease
3ddl,Q2S2F8,Photoreceptor protein
3ddn,P9WNX3,Oxidoreductase
3ddu,P48147,Hydrolase
3ddw,P06737,Allosteric enzyme
3ddy,Q06877,UNKNOWN
3dea,P11373,Hydrolase
3def,O23680,Hydrolase
3df9,P0AF14,Hydrolase
3dfr,P00381,Oxidoreductase
3dg6,A0QTN8,Isomerase
3dgb,Q4K9X1,Isomerase
3dgy,Q53752,Hydrolase
3dhc,P0CJ63,Hydrolase
3di1,Q5HG25,Lyase
3djl,P33224,DNA-binding
3djq,P00669,Allosteric enzyme
3dk9,P00390,Oxidoreductase
3dkp,Q9Y2R4,Helicase
3dls,Q96RG2,Kinase
3dmg,Q5SKW0,Methyltransferase
3dmi,Q8GTB5,UNKNOWN
3dnt,P23874,DNA-binding
3dod,P53555,Aminotransferase
3doe,P36404,UNKNOWN
3dol,A7YKL0,Aspartyl protease
3doo,Q5HNV1,Oxidoreductase
3dp3,Q5G940,Lyase
3dp9,Q9KPI8,Hydrolase
3dpm,O84866,UNKNOWN
3dqy,A5W4F0,UNKNOWN
3dr0,O30881,UNKNOWN
3dr4,Q9A9H3,Aminotransferase
3drw,O59355,Kinase
3dsk,Q96242,Lyase
3dt9,Q29460,Hydrolase
3duw,Q739U3,Methyltransferase
3dwb,P42892,Hydrolase
3dwo,Q9HVJ6,UNKNOWN
3dwq,Q3ZTX8,UNKNOWN
3dx5,Q81RQ4,Lyase
3dxv,Q7M181,Isomerase
3dxy,P0A8I5,Methyltransferase
3dye,P18153,Antiviral protein
3dyh,Q86C09,Transferase
3dyo,P00722,Glycosidase
3dzd,O66551,UNKNOWN
3e16,Q16651,Hydrolase
3e2o,P00431,Oxidoreductase
3e2y,Q71RI9,Aminotransferase
3e3c,Q7DB61,UNKNOWN
3e3u,P9WIJ3,Hydrolase
3e4w,Q73WB6,Oxidoreductase
3e5h,P51157,Hydrolase
3e5p,Q837J0,Isomerase
3e5u,B8FW11,DNA-binding
3e6i,P05181,Monooxygenase
3e6y,P93343,UNKNOWN
3e70,Q8U051,Hydrolase
3e79,P15363,UNKNOWN
3e7b,P62136,Hydrolase
3e7f,Q9GRG6,Hydrolase
3e7w,P39581,Ligase
3e81,Q8A712,Hydrolase
3e8t,B5ABT1,UNKNOWN
3e90,P06935,Helicase
3e9h,Q9RHV9,Aminoacyl-tRNA synthetase
3e9k,Q16719,Hydrolase
3ea2,P08954,Lyase
3eau,P62483,Oxidoreductase
3ebl,Q6L545,Hydrolase
3ec0,P04584,Aspartyl protease
3ec1,D0VWU7,UNKNOWN
3ecn,O60658,Hydrolase
3ef6,A5W4E9,Oxidoreductase
3efs,O66837,Ligase
3efv,Q8ZPI3,Oxidoreductase
3ehg,O34757,Kinase
3ei9,Q93ZN9,Aminotransferase
3ej0,Q3JUV5,Hydrolase
3ejd,P53554,Monooxygenase
3ejw,Q926H7,UNKNOWN
3ejx,Q9LFG2,Isomerase
3eks,P10987,Hydrolase
3elf,P9WQA3,Lyase
3elw,D0VX01,Helicase
3elz,Q6IMW5,UNKNOWN
3emm,O64527,Isomerase
3emz,O69231,Glycosidase
3eni,Q46393,UNKNOWN
3enw,Q7MHL9,Isomerase
3eoj,P11741,UNKNOWN
3epo,Q9A6Q5,Lyase
3epw,Q9GPQ4,Glycosidase
3eqo,Q2Z1W1,Glycosidase
3eqr,Q07912,Kinase
3erg,Q12390,Transferase
3erh,A5JUY8,Antibiotic
3esc,P00590,Hydrolase
3ess,Q5EK40,Glycosyltransferase
3eth,P09029,Ligase
3etn,Q5LIW1,Isomerase
3ett,Q8FDI4,Transferase
3euf,Q16831,Glycosyltransferase
3eut,Q7S6N4,Acyltransferase
3evf,P03314,Helicase
3evg,P29991,Helicase
3ew2,Q8KKW2,UNKNOWN
3ewa,P0CW58,DNA-binding
3ewk,Q609M8,Kinase
3ewp,P0C6V5,Hydrolase
3ewr,P0C6U2,Hydrolase
3eww,P11172,Decarboxylase
3exs,Q93DA8,Lyase
3eya,P07003,Oxidoreductase
3ez2,P07620,UNKNOWN
3ez5,P52026,DNA-binding
3f10,Q97FM4,Glycosidase
3f2b,Q5L0J3,DNA-directed DNA polymerase
3f4b,Q6TEI5,Oxidoreductase
3f5o,Q9NPJ3,Hydrolase
3f61,P9WI81,Kinase
3f6d,Q9GN60,Transferase
3f6r,P26492,UNKNOWN
3f81,P51452,Hydrolase
3f8d,Q8X236,Oxidoreductase
3f8k,Q97V23,Acyltransferase
3f9m,P35557,Allosteric enzyme
3f9x,Q9NQR1,Chromatin regulator
3fat,P19493,Ion channel
3fb4,Q6B341,Kinase
3fce,Q81G39,Ligase
3fci,P13051,Hydrolase
3fd5,P49903,Kinase
3fdd,Q845W8,Aminotransferase
3fe1,P17066,UNKNOWN
3fed,Q9Y3Q0,Carboxypeptidase
3feg,Q9Y259,Kinase
3fg2,Q6N3B2,Oxidoreductase
3fgc,P07740,Monooxygenase
3fhq,Q9ZB22,Glycosidase
3fhr,Q16644,Kinase
3fht,Q9UMR2,Helicase
3fj7,Q0PBL7,UNKNOWN
3fkb,P22887,Kinase
3fkq,D0VX10,UNKNOWN
3flk,Q51945,Lyase
3fmq,Q8SR45,Aminopeptidase
3fnq,Q9BMI9,Glycosyltransferase
3fo3,L0DSL2,Oxidoreductase
3fp0,Q9C1B7,Transferase
3fpf,O26771,Transferase
3fpz,P32318,Transferase
3fq8,P24630,Isomerase
3frh,Q763K9,Methyltransferase
3frk,Q6TFC4,UNKNOWN
3fro,Q9V2J8,Glycosyltransferase
3frq,Q9EVJ6,DNA-binding
3fsb,Q6TFC6,UNKNOWN
3fst,P0AEZ1,Oxidoreductase
3fsy,P9WP21,Acyltransferase
3fu7,Q70KY3,Oxidoreductase
3fuc,P55859,Glycosyltransferase
3fuu,Q5SM60,Methyltransferase
3fv1,P39086,Ion channel
3fvq,Q5FA19,Translocase
3fw3,P22748,Lyase
3fwn,P00350,Oxidoreductase
3fwp,P0A1F6,Glycosyltransferase
3fwy,Q9RFD6,Oxidoreductase
3fxu,P94678,DNA-binding
3fy1,Q9BZP6,Glycosidase
3fyp,Q9JZ55,Transferase
3fzg,Q6F5A0,Methyltransferase
3fzn,P20906,Decarboxylase
3fzs,Q14289,Kinase
3g08,P11609,UNKNOWN
3g0i,Q9UR30,Hydrolase
3g0w,P15207,DNA-binding
3g1z,Q9ZJ12,Ligase
3g2o,O52805,UNKNOWN
3g3r,P47075,Transferase
3g5i,P41409,Glycosidase
3g5k,Q9HBH1,Hydrolase
3g5s,Q5SID2,Methyltransferase
3g6k,Q6FNA9,Hydrolase
3g6m,A9LI60,Glycosidase
3g7e,C3SLN3,DNA-binding
3g89,Q9LCY2,Methyltransferase
3g8d,P24182,Ligase
3ga5,P23905,UNKNOWN
3gbe,D0VX20,Glycosidase
3gbg,A5F384,Activator
3gbr,P50384,Glycosyltransferase
3gc0,A8BZ95,Kinase
3gc9,Q15759,Kinase
3gcd,Q9KS12,Acyltransferase
3gce,Q2HWH6,Dioxygenase
3gcf,Q2HWI0,Dioxygenase
3gcz,Q7T918,Helicase
3gdh,Q96RS0,Methyltransferase
3gdn,Q945K2,Lyase
3gdq,P34931,UNKNOWN
3gdt,P03962,Decarboxylase
3geg,A3DFK9,Oxidoreductase
3gf3,B7TVP1,UNKNOWN
3gfb,Q5JI69,Oxidoreductase
3gfs,O07529,Oxidoreductase
3gfz,A6T8V8,UNKNOWN
3gid,O00763,Allosteric enzyme
3giq,A0A0H3LXD5,Hydrolase
3giy,P20932,Oxidoreductase
3gj0,P62826,Hydrolase
3gjb,D0VX22,UNKNOWN
3gkj,O15118,Host cell receptor for virus entry
3gkn,Q8P9V9,Antioxidant
3gl0,Q5S3I3,Monooxygenase
3glc,P76143,Transferase
3gni,Q7RTN6,UNKNOWN
3gnr,Q8L7J2,Glycosidase
3gon,Q8DR49,Kinase
3gp3,Q3JWH7,Isomerase
3gp6,P37001,Acyltransferase
3gp9,Q5UQL3,Kinase
3gpe,P05696,Kinase
3gpl,Q9RT63,DNA-binding
3gqc,Q9UBZ9,DNA-binding
3gqt,Q3JP94,Oxidoreductase
3gru,Q58435,Methyltransferase
3gsh,P07597,UNKNOWN
3gsi,Q9AGP8,Oxidoreductase
3gsy,P30986,Oxidoreductase
3gt9,Q96CA5,Protease inhibitor
3guz,P31663,Ligase
3gwc,P9WG57,Methyltransferase
3gwl,Q65163,Oxidoreductase
3gwn,Q5UP54,Oxidoreductase
3gwz,Q9X5T6,Methyltransferase
3gx0,P77526,Oxidoreductase
3gyq,P18644,Methyltransferase
3gyt,Q9XZJ5,DNA-binding
3gz8,Q8EFJ3,UNKNOWN
3gzd,Q96I15,Lyase
3gzj,Q9SE93,Hydrolase
3gzx,Q46372,Dioxygenase
3h0l,O66766,Ligase
3h1e,P71403,UNKNOWN
3h33,Q74G82,UNKNOWN
3h34,Q74CB4,UNKNOWN
3h41,Q736M3,Hydrolase
3h4g,P50578,Oxidoreductase
3h4l,P14242,UNKNOWN
3h4n,Q74ED8,UNKNOWN
3h4s,Q9FHN8,Calmodulin-binding
3h65,Q58194,Oxidoreductase
3h73,P62576,Glycosidase
3h77,P20582,Acyltransferase
3h7j,P39639,Isomerase
3h7r,O80944,Oxidoreductase
3h7u,Q0PGJ6,Oxidoreductase
3h82,Q99814,Activator
3h86,Q6LYG0,Kinase
3h8g,O86436,Aminopeptidase
3h8t,A2I2W2,UNKNOWN
3h8v,Q9GZZ9,UNKNOWN
3h9e,O14556,Oxidoreductase
3hav,Q9EVD7,Transferase
3haz,Q89E26,DNA-binding
3hb0,O00167,Activator
3hb3,P98002,Translocase
3hbf,A6XNC6,Glycosyltransferase
3hbn,Q0P8U5,Hydrolase
3hch,Q9JWM8,Multifunctional enzyme
3hcn,P22830,Lyase
3hdl,D1MPT2,Oxidoreductase
3hdq,Q9RYF1,Isomerase
3hee,A3DIL8,Isomerase
3hf5,C5MR76,Isomerase
3hgj,B0JDW3,Oxidoreductase
3hgm,E1VBK4,UNKNOWN
3hgp,P00772,Hydrolase
3hhi,Q6R7Z5,Hydrolase
3hhy,P95607,Dioxygenase
3hig,P19801,Heparin-binding
3hiw,Q2QEH4,Hydrolase
3hj1,C7AJA4,Nucleotidyltransferase
3hka,Q9KFI6,UNKNOWN
3hkw,P26664,Helicase
3hl4,P19836,Nucleotidyltransferase
3hl5,P98170,Protease inhibitor
3hld,Q9Y7D1,Acyltransferase
3hlx,A6T9H1,Oxidoreductase
3hmk,Q76EQ0,Allosteric enzyme
3hna,Q9H9B1,Chromatin regulator
3hnb,P00451,UNKNOWN
3hnc,P23921,Allosteric enzyme
3ho6,P16154,Enterotoxin
3ho9,P0AAI5,Acyltransferase
3hpf,Q8EMJ9,Lyase
3hpy,Q7WYF5,Dioxygenase
3hq9,Q749D0,Oxidoreductase
3hqj,P9WQD3,Transferase
3hqp,Q27686,Kinase
3hr1,Q9QYJ6,Allosteric enzyme
3hsk,Q5ALM0,Oxidoreductase
3hui,Q6N2U2,UNKNOWN
3hv8,Q9HUK6,UNKNOWN
3hw5,Q9Q0U9,Endonuclease
3hwo,P0AEJ2,Isomerase
3hx3,P12271,UNKNOWN
3hxf,Q08603,Prenyltransferase
3hy0,P00957,Aminoacyl-tRNA synthetase
3hy3,P49914,Ligase
3hyk,Q81JG3,Transferase
3hyw,O67931,Oxidoreductase
3hza,P9WNS5,Hydrolase
3hzt,Q3HNM6,Kinase
3i0o,O06916,Transferase
3i1u,P00730,Carboxypeptidase
3i27,P0C0V9,Hemagglutinin
3i2k,Q9L9D7,Hydrolase
3i33,P54652,Chaperone
3i3l,Q9AL91,Oxidoreductase
3i3x,Q8EZA6,Acyltransferase
3i4l,O57728,Endonuclease
3i4x,Q50EL0,Prenyltransferase
3i52,Q4W2K4,Oxidoreductase
3i53,Q84HC8,Methyltransferase
3i54,P9WMH3,Activator
3i5x,P15424,Helicase
3i6c,Q13526,Isomerase
3i7v,O66548,Hydrolase
3ia2,P22862,Hydrolase
3ia4,Q70YQ6,Oxidoreductase
3ia8,Q8WY91,DNA-binding
3iae,Q9F4L3,Lyase
3ial,A8BR89,Aminoacyl-tRNA synthetase
3iay,P15436,DNA-binding
3ib8,P9WP65,Hydrolase
3icc,A0A6L7HAY4,Oxidoreductase
3ics,A0A6L7H7X4,Oxidoreductase
3iev,O67800,RNA-binding
3iew,Q63T71,Lyase
3ifc,O00757,Allosteric enzyme
3ign,A1U3W3,Kinase
3igz,Q86N96,Isomerase
3ihg,Q54530,Oxidoreductase
3ihz,A5K8X6,Isomerase
3iid,O75367,Chromatin regulator
3iij,Q9Y3D8,Kinase
3ijl,Q8A861,Isomerase
3ijp,Q6G2G3,Oxidoreductase
3ijw,A0A3P1UCA6,Acyltransferase
3ik0,P00469,Methyltransferase
3ik7,O15217,Transferase
3ikt,Q72I39,DNA-binding
3il6,Q820T1,Acyltransferase
3ilf,D7GXG0,Glycosidase
3ilr,Q89YQ6,Lyase
3ilz,P10827,DNA-binding
3im0,Q9DTZ2,UNKNOWN
3io3,Q6BSM0,Hydrolase
3iog,P26918,Hydrolase
3ip0,P26281,Kinase
3ip9,Q7CX36,UNKNOWN
3iqe,P94951,Oxidoreductase
3irh,Q836G9,UNKNOWN
3ita,P08506,Carboxypeptidase
