PDB_ID,UniProt_ID
5hux,Q31KC7
5hv0,A0A4Y1WAP5
5hvl,Q92410
5hvo,Q4WHW0
5hw4,P67087
5hwe,Q8RSQ2
5hwk,P32656
5hwo,Q1D4I1
5hws,Q5JGC2
5hwv,A5W4E3
5hxi,Q988D3
5hxp,B8XA40
5hz5,Q01469
5hzr,G2QDW1
5i0h,Q9HD67
5i29,P21675
5i34,J9VI09
5i39,Q9LCB2
5i3c,A7ZVS7
5i49,Q8WQX5
5i6d,P9WP53
5i6k,P25006
5i7s,A0A0H3HP34
5i85,P17405
5i86,Q92793
5i90,G3XCY5
5ice,Q5C9L7
5idm,Q9X688
5ie2,Q9SMT7
5ied,Q8BHN3
5ifk,Q6CSZ6
5ig6,P25440
5igi,Q47396
5igl,Q8IZX4
5ih1,O32553
5ihe,Q9V2F3
5ijj,G0RY29
5ijw,A0R1X0
5ijz,P31026
5ikb,Q01812
5iko,P11216
5ikq,P35354
5il2,Q86U44
5ilg,Q9VV42
5im3,Q9I4I1
5in3,P07902
5in4,O60547
5inj,A0A182DWE5
5ipa,A5U9I4
5ipp,O34600
5ipy,A3SLM3
5iqa,P0A0C1
5iqt,A0A067YX61
5iqx,G3XD33
5ir4,Q9I4G8
5irn,G1T469
5irr,A8IYS5
5isx,P0C062
5it1,Q70AS3
5itv,P39640
5iu0,O03042
5iuv,Q88BC5
5ivs,Q77VV3
5ivt,G0X8E8
5iwq,Q8NTR2
5iwy,Q06756
5iyt,O91734
5j1j,G3XD64
5j1s,O14656
5j2x,P07900
5j32,P93832
5j42,Q9JJX7
5j47,P03072
5j55,Q2GA76
5j5d,P9WP25
5j5g,P58154
5j5p,Q59961
5j60,Q7NMP6
5j71,Q15119
5j7w,Q834R3
5j84,B5ZZ34
5j8d,Q01234
5j8q,O32164
5jab,P9WLL7
5jaj,G0YYQ5
5jaz,Q8IKG4
5jb9,P00740
5jbx,Q1D5Y4
5jci,Q652L6
5jda,Q739M5
5je2,Q9LBJ0
5je8,Q81DR6
5jf3,Q8E378
5jfn,Q21A49
5jfw,P04629
5jgk,Q4X158
5jh2,A2T1W7
5jhx,A4QUT2
5jib,Q9WXT2
5jic,Q2FWC7
5jil,Q3HS77
5jio,G7CGT2
5jix,Q13237
5jj2,Q9P0M2
5jjs,Q6YMS4
5jju,A5U6I9
5jlb,Q9BYW2
5jlc,P50859
5jm8,A0A1A9TA96
5jmq,Q3UKX1
5jnw,P11064
5joh,Q92905
5jov,A7LXT0
5jox,A7LXT8
5jph,Q5HH30
5jrh,Q8ZKF6
5jrj,D8IYL4
5jsi,S5DM51
5jsp,D0CY60
5jsq,Q07010
5jvi,P00800
5jwc,Q8I302
5jxd,Q921Z5
5jxu,D1A807
5jxz,P0AEJ3
5jy6,Q9ALW2
5jyy,R4NFR6
5jzj,O15075
5jzx,P9WJL9
5k00,Q14680
5k04,C4YDZ9
5k0a,P74746
5k0s,P59078
5k1r,Q63IP8
5k21,K0V2D8
5k2m,Q5JFW0
5k3x,Q92M24
5k4p,A0A0R6L508
5k4y,Q7YW97
5k52,A0A193CDY9
5k5m,A0A097PIE2
5k5z,O93708
5k7h,Q1D4I5
5k87,Q8EJW4
5k8b,Q8EEB1
5k8c,Q8EEB0
5k8p,D3WZ85
5k8u,A0A146CJG7
5k91,B8HNS6
5k9b,P00324
5kas,P58242
5kaw,A0A0H3JRN6
5kax,Q8KFZ1
5kbf,Q7KQK0
5kbn,Q6J5N4
5kbr,Q13153
5kbz,Q12053
5kd6,A0A1B0UHJ4
5kdf,P9WI55
5kdi,Q96JA3
5kej,A0A1P8NWC2
5kew,Q87GI3
5kf9,Q97ML2
5kju,Q9FI78
5kjw,E8ZAP2
5kjz,P10644
5kk4,C0HK49
5kk7,Q9UKM7
5kk8,A0A3Q0KJ78
5kka,P61889
5kkc,P13491
5klo,Q83V33
5klp,Q6VE93
5ko5,A0A0U3AGT1
5ko8,F4KU78
5kod,O81829
5kox,Q5YTV5
5kp7,F4Y432
5kpg,C3SBW0
5kqs,A0A024B7W1
5kqz,C8BD48
5kr1,V5YAB1
5kr7,Q9H3R0
5kre,Q5VWZ2
5ktc,V5RDR9
5kts,O57767
5kut,Q8IXI1
5kva,C5Z4W3
5kvs,O54512
5kwi,P9WQN9
5kwk,Q9SWH5
5kxc,A0A1D5B395
5kxd,A0A1D5B396
5kxh,Q91ZW2
5kyo,A0A1C9CIU0
5kzd,Q2G160
5kzl,Q8EXM2
5kzv,Q98SW5
5l0v,Q8NBL1
5l1r,E3VWI3
5l2f,Q5QT35
5l3k,A0A117IMA6
5l44,A0A1L1QK30
5l4l,G9VYV4
5l53,Q06ZW2
5l6g,G2QG48
5l6o,P54753
5l7v,A6L2E5
5l87,Q8IEW2
5l8n,P51161
5l91,D5DKI8
5l9n,P0A9Z1
5la2,A3DHG6
5lau,Q8EP31
5lb3,O94762
5lby,P16083
5ld5,F1T6A5
5ldg,Q6WAU1
5ldq,A0A140NFI1
5lf6,P49721
5li8,P9WPN8
5li9,P41743
5lji,Q8DPG4
5ljw,Q2W8Q6
5lkw,B4EDC1
5ll7,A0A0H4IUK8
5llb,Q5NEQ5
5llt,Q8IE38
5lly,F7RW09
5lnq,E9AW84
5lnt,O80448
5lnw,Q8L940
5log,Q50859
5lom,Q7D447
5loq,Q8Y5F1
5lpa,Q8ZPX9
5lpb,O22476
5lpm,Q09472
5lq1,Q119I9
5lq5,A3PC74
5lrf,P00489
5ls7,P37613
5lsc,B8QIQ9
5lte,A4XXY9
5ltj,G0RY84
5lua,Q99538
5lv1,A3PDP9
5lv3,Q9WVG6
5lvo,O15530
5lw0,B8ALM5
5lwk,A0A247D6V8
5lwm,P52333
5lx6,Q53GL7
5lxc,Q92630
5ly3,A3MWN5
5lzg,P01556
5lzh,Q57193
5m04,P42641
5m06,P9WI69
5m0m,Q64610
5m0n,E9NSU2
5m0t,A0A1L1QK38
5m0z,A0A1L1QK39
5m10,A0A1L1QK40
5m17,D6D1V7
5m18,Q7DHH4
5m1t,Q9I310
5m26,F8TW83
5m3e,P0DV57
5m3z,A0A0A5P8W7
5m45,Q8RM04
5m4z,Q9NDD3
5m58,Q9F8T9
5m5g,G0SDW4
5m67,A0A087WNH6
5m7u,O60502
5m8s,P17643
5m9x,A0ZZH6
5mbx,Q8C0L6
5mdh,P11708
5mdr,L0RVU0
5meh,B0SWV2
5mex,Q9C9C9
5mf5,Q9HXH7
5mfq,P22756
5mfr,P04825
5mgi,Q848S6
5mgz,Q9L9F3
5mhf,Q80UM7
5mif,D5GA36
5mil,Q4ZDP4
5mit,A2RLJ5
5mji,K4REZ6
5mkp,O58038
5mkx,Q92831
5ml0,Q9JHD1
5ml3,O43924
5mlr,D6N9X1
5mlz,Q8U4M3
5mm9,B5KVR9
5mmo,P0AES7
5mnn,P00760
5moz,P14489
5mpq,Q9JXP1
5mpt,Q65Z23
5mq6,G2QA95
5mqm,Q8A931
5mr0,O29329
5mr6,I7IIA9
5mrh,Q99523
5msd,Q6RKB1
5mso,B2HN69
5mst,E5XP76
5msy,Q8A905
5mte,Q6VT21
5mu9,Q8X123
5mua,Q75WT9
5mui,Q8A921
5mul,Q8A1H5
5muy,J7HBG8
5mvr,O05515
5mw8,Q6P1C1
5mwj,Q04724
5mwz,P55201
5mx4,K2JXG0
5mxc,P18891
5mxy,Q30JB5
5my8,Q96SB4
5myd,A0A2D0TC86
5mz2,A8DP67
5mzg,P53368
5mzn,Q00416
5mzy,Q1D4I3
5n0j,Q7NCP4
5n0o,A0A2R2JFI5
5n18,Q5A4W8
5n1p,Q81EJ6
5n1q,A0A247D6X3
5n22,A8QZK6
5n2f,Q9NZQ7
5n2i,Q47RA9
5n3j,P25321
5n4t,Q9K2N0
5n5s,A9SS48
5n6f,P28720
5n6g,O31246
5n81,P09095
5n9t,Q93009
5n9x,H6SG27
5n9z,A0A384E0M2
5na1,Q2FZV7
5nai,Q8GKX2
5nak,Q84HF5
5nat,P00746
5ncb,A0A076MY51
5ncj,A0A0E3URV8
5nd5,A8IAN1
5ndb,Q8G9Q0
5ne2,Q9RBQ1
5ne3,B2FRP5
5ngl,Q8A2J3
5ngq,Q9HYN5
5nhc,Q9P8C9
5nib,P51449
5nii,Q72C27
5nim,P9WMC1
5njb,P0AGG8
5nji,P96202
5nm8,Q31LH9
5nmx,L0N8S9
5nna,A0P0F0
5nno,C9ZQX6
5non,Q67A25
5nps,O15294
5nra,Q13231
5nrh,Q63QJ9
5nri,A3NZL3
5ntd,Q385B0
5nth,Q4QH17
5nua,P02753
5nue,P93819
5nul,P00322
5nv8,Q88LS1
5nv9,B4EZY7
5nw7,P34948
5nwg,Q9H2K2
5nx7,B5GMG2
5nx9,A0A384E0N4
5nxx,P46922
5nz4,C3W6G3
5o0j,O58328
5o0s,F6BL85
5o0x,K9WT99
5o1l,Q3L8N0
5o22,P24186
5o37,O69052
5o3m,A6T7M3
5o3n,B2DCZ6
5o3r,P73954
5o4j,Q6LX54
5o5c,D4I245
5o6b,P07271
5o6j,P30419
5o6m,M9XB82
5o6x,Q9BPX1
5o70,Q9X1T1
5o7e,Q46085
5o7n,A0A173FE28
5o8z,P58663
5o96,Q5ZRE6
5o98,A0A0C5DR25
5o9q,Q06135
5o9w,D4N500
5oar,Q8J2T0
5obp,O68252
5oby,P47547
5oc0,P0ABE5
5oc1,O94219
5oc3,Q4WIF5
5oce,A0QWG5
5ocm,D2B7Z8
5ocq,P43478
5ocs,Q1LDQ5
5od2,Q58999
5odu,Q7N561
5oe3,Q9I4X3
5oei,Q6N193
5oes,M1CSC4
5of0,Q04609
5of9,Q9Y6X9
5ogx,A0A076MZ01
5ohf,A7HD43
5ohi,Q9R1E6
5ohy,A9CEZ0
5oiw,K5BDL0
5oj7,Q28CB4
5oji,G5EGA6
5ojl,Q0CCT3
5ok4,P32440
5okg,W8QF82
5okl,P43652
5ol4,P41020
5olk,A3XHF9
5omr,A0A3B6UEE9
5omv,Q56366
5on8,P33590
5onn,A0A1R1AV52
5onu,P0C6Q6
5oo9,E2EKP5
5opj,Q8AAW3
5org,P0A4F8
5orl,O14965
5osw,B3VHM9
5ote,Q9Y5S2
5otn,Q7ZWC3
5ovk,P71534
5ovx,P54829
5owc,O15496
5oxn,Q5M4H8
5oya,A0A3B6UEF4
5p9j,Q06187
5pou,O95696
5pwd,H0Y4R8
5pzl,Q9WMX2
5q0i,Q96RI1
5qin,P37173
5r8q,P01584
5rc7,P11838
5roq,P06873
5rw2,Q92835
5sa1,Q389T8
5str,P33334
5svv,Q94BT6
5sxg,Q9UH17
5syi,Q3JNW6
5sym,O75608
5syn,O95372
5syt,O75844
5szy,A0A0Y5D4F5
5t0a,P0AEX9
5t13,P0A3V4
5t2k,A0A0K2H9D8
5t2t,P14240
5t2u,A0R723
5t2z,I7BFC3
5t39,A0A1C5AE13
5t3i,P42212
5t3o,Q5SHU3
5t66,G3G192
5t67,B3TMQ9
5t6s,R4NN21
5t79,Q8ZNA1
5t7d,P16426
5t7p,P02867
5t8u,Q8IEG9
5t95,I1MYY4
5t99,A0A2D0TCC8
5t9c,P37965
5t9g,A0A2D0TCC9
5ta9,A0A2D0TCD6
5tcd,Q6UWV6
5tcj,P9WFX9
5tdt,Q00456
5te2,P0A4X7
5ted,Q8Y9N7
5tef,Q8TEQ6
5tem,Q8DEM0
5tg3,C0HK81
5tg4,Q8RLA6
5th5,O31677
5thm,P08171
5thq,A0A023PKG5
5thy,F4Y426
5tif,P0ADA1
5tjx,P03952
5tjy,A5U6C6
5tk8,O24769
5tkl,Q8I8I2
5tle,P00883
5tne,A0A0H2ZD27
5tp0,P35030
5tpr,Q3M6C3
5tpu,Q9ALS4
5tpv,Q9ALS3
5tpx,Q8IB67
5ts5,P0CC17
5tsh,Q39VU7
5tsp,A0A0H2YQR1
5tt5,P15042
5tt6,P00971
5tu5,F5B6Z0
5tui,A0A059WYP6
5tuk,A0A0H4TFU4
5tv1,P32120
5tva,O67575
5tvf,Q587A7
5tvi,A0A247D6Y2
5tvw,F1Q9X9
5twb,Q2FEC4
5twk,P0A8I8
5twm,Q99IB8
5twt,A0A1S4NYF8
5txi,Q2G2X6
5txr,P09950
5ty3,P99999
5tz1,P10613
5tzd,F2RCL8
5tzj,A0A0H3JPC6
5tzo,P18429
5u00,O00408
5u0l,A1U5W8
5u0v,P0AC13
5u19,Q2MG72
5u23,Q9ALS9
5u3e,P58906
5u3f,P9WQ75
5u55,Q9JN69
5u5g,I6R485
5u5n,D8R6G2
5u69,O75530
5u7v,B9U139
5u84,A0A383ZFX3
5u8u,Q9I3D1
5u8v,A0A0H2Z9F5
5u97,Q7S860
5u9j,Q9NZN9
5uao,W2EQU4
5uas,A0A1W2VMZ5
5ubg,Q5HSJ4
5ucd,Q84DC3
5ud3,P56109
5ufg,P20813
5ufn,Q2T5S0
5ugg,P00747
5ugi,P00947
5ui2,P83689
5uij,U3GK13
5uiv,Q59TV7
5ujc,Q7Z144
5ujk,Q84FY8
5ul4,O24770
5ulj,A3LNL5
5umb,Q05866
5umy,A0A125SA29
5uoy,Q01064
5ups,A0A0A0V031
5uqd,Q9GRZ3
5uqr,Q50I20
5uqu,B0YD89
5ur0,D2W142
5ur2,Q6MNK1
5ur6,O49686
5uu1,Q86Y07
5uuf,Q816E8
5uv2,A0A1C9J6A7
5uvf,Q99986
5uwa,P0ADV7
5uxc,C7MEP1
5uxf,Q8VC28
5uxh,Q9H488
5uxm,Q9I000
5uz0,P31939
5v03,P0DP23
5v13,Q16Y94
5v1b,Q96KS0
5v1t,A0A0Z8EWX1
5v2j,O22822
5v2l,Q837E0
5v3d,W8UNW6
5v4y,Q72874
5v59,P49588
5v5d,O40922
5v7g,Q92LZ4
5v7p,D6WJ77
5v87,Q6PKG0
5v8k,Q1MX24
5vac,B9RU15
5vcc,P08684
5vcm,Q10469
5vcz,Q99640
5veg,A5VM92
5veo,Q9EQG7
5vgr,Q6DD88
5vgs,P59082
5vhc,Q05B79
5vi0,C3K795
5via,Q4QC30
5vit,Q9I6T0
5viv,A0A161I5N6
5vj0,E3G9I4
5vje,P0AB71
5vjn,P49435
5vka,P32021
5vkt,C5XC49
5vlc,G7IKX3
5vle,H6UQI0
5vmt,B4RPP8
5vn0,Q03Q85
5vnl,O95486
5vo3,P44514
5voh,M5B0V2
5vop,Q5SKM5
5vp5,A0QPE7
5vps,B1YU47
5vqe,A0A2R2JFS5
5vvi,P0A4T4
5vw4,B4G043
5vws,D6Y4Z8
5vxa,Q8N4P3
5vxc,Q8N0X4
5vyq,P9WKZ3
5vyu,F8WJP6
5w0i,P45481
5w0o,Q5VYS8
5w10,Q72MQ6
5w2i,Q8NFU5
5w2q,P9WQD9
5w3k,Q2FWK4
5w3x,A0A0S4VB05
5w5r,P39669
5w70,Q4R0W2
5w75,B9K884
5w7e,O35298
5w7k,A0A1B2TT18
5w7m,B6HJU2
5w7p,A0A1B2TT09
5w8j,P00338
5w8x,P10441
5w99,U5Q3T2
5wan,P75898
5wc2,Q15645
5wc4,K9MST3
5wcj,Q8N6R0
5wcm,Q89GW5
5wcz,O06994
5wde,Q9BVG8
5wdh,Q9BW19
5wdk,A6LE66
5wdr,F2UBE5
5we8,Q9H4A3
5wed,F5L3B8
5wgc,Q54816
5wgg,A3DDW1
5wgx,L0E155
5wi3,I6YCI1
5wid,Q8TPV5
5wje,Q59DX8
5wjj,Q16539
5wl0,Q67296
5wlo,Q72498
5wm2,A0A140DJY3
5wnl,Q9ERK0
5wno,P24348
5wo0,P06746
5wp4,Q9FR44
5wp5,Q944H0
5wpb,Q9UBN7
5wpj,Q8DNS5
5wqi,Q0C8A2
5wqj,Q99J99
5wqp,Q9HWU9
5wr5,P43133
5wre,L7R9I1
5wri,O60507
5ws7,P36639
5ws9,P9WKE5
5wt2,O25008
5wtz,X5I2D7
5wuw,A0A192ICX3
5wx3,A0A1W7GKH6
5wx6,A0A1X8XLG1
5wx7,A0A1X8XLG2
5wxb,A0A167V0D5
5wy0,Q5T8I9
5wyq,Q02RL6
5x02,P36888
5x03,P94426
5x0j,Q5JD03
5x14,E0TW95
5x17,Q9DC28
5x1n,G2IQS7
5x20,Q3Y316
5x23,P11712
5x30,P13254
5x3d,P96074
5x3r,Q9L8G8
5x40,O68106
5x49,Q9NQH7
5x4k,Q8TZE0
5x5h,Q79VD9
5x5m,Q929T5
5x5o,Q9NYL2
5x5u,Q1JUP4
5x62,P53934
5x66,P04818
5x68,O15229
5x6j,P84139
5x6k,A0A2R2JFU5
5x7n,P09890
5x7p,A0A193PKW5
5x86,Q5SHX3
5x8f,P23971
5x8s,G1RH57
5xbi,Q9HUT5
5xc5,Q5UQ27
5xdc,Q9LBX2
5xdh,I3IL56
5xdt,Q6GHP9
5xe0,F1T146
5xeg,Q10BI6
5xet,A5U150
5xey,B1MK49
5xfv,Q57U83
5xgv,K7QRJ5
5xgx,Q484B6
5xh3,A0A0K8P6T7
5xhr,P05364
5xih,S8G8I1
5xio,Q5CWN3
5xj7,O66905
5xjn,Q8NSW2
5xk7,M4T4U9
5xkd,Q8GRC7
5xkr,A0QY90
5xls,P0AGM8
5xlx,O87131
5xly,Q9HVI1
5xm3,A3FJ48
5xmv,A5K8L9
5xnc,Q5JIZ3
5xru,A0A2R2JFU6
5xs2,P49336
5xtg,G9G7I7
5xu8,O75604
5xun,A6THQ8
5xv0,Q8PYN5
5xva,O96013
5xvb,A0A3B6UEP7
5xvk,O55239
5xvq,F7ERX8
5xvr,E6MVV9
5xvs,A0A154EJU5
5xvt,P34736
5xw2,D9WMQ6
5xwc,B6V7E4
5xxm,Q8A1U1
5xxs,P17622
5xz2,Q68EH2
5xz8,Q2FXM8
5xza,P99165
5y02,A0A1L7NZN4
5y0q,O34513
5y0t,Q9X1K1
5y1g,D6PBM7
5y1i,E0D207
5y2w,P73862
5y37,Q8E3E8
5y41,P43354
5y5e,Q9NZK7
5y5g,P23295
5y5q,Q77J78
5y6f,P76010
5y7f,A0A2D0TCJ6
5y7x,Q03181
5y80,O14976
5y86,O43781
5y8a,B4EKB3
5y8l,P9WNY5
5y9d,O74934
5yak,Q6PHW0
5yb7,W6JQJ6
5ybi,P0A1C1
5ybl,Q5AR34
5ybq,A0A1E1FFL0
5yce,P02185
5ych,R9RZK8
5ycs,Q81GI3
5yd2,M7XC02
5ydl,A0A0E3JLZ0
5yea,Q13093
5yec,P38862
5yf0,Q8N4J0
5yfu,O57947
5yfz,A0A1G4H5I1
5yge,O33289
5ygg,A0A0H3AER7
5ygq,Q6N2U4
5yh7,B2HUN5
5yhg,Q2FVE7
5yic,Q8I6V3
5yj0,Q8C7D2
5yj6,C7ED31
5yj8,Q9H7E2
5yjs,A0A452CSM5
5yjw,P32340
5yk0,O53343
5ykt,Q9HWU0
5yly,A0A286R227
5ymr,Q727N1
5ynv,V5TDY7
5yob,P00323
5yp2,Q6F3I7
5ys9,O74936
5ysc,A5F5P5
5ysm,A0A0H3CVZ6
5ysp,Q9WYP6
5yss,A0A0D7LY80
5yt0,Q9Y9B3
5yu3,D9UBW0
5yuy,Q47155
5yv5,I6V0C7
5yvr,A0A133UP32
5yvz,B3DUR4
5ywn,A3LWG4
5yx4,G4U3G8
5yyc,D3FSP1
5yz2,P0AE78
5yzc,Q786F3
5yzh,O88844
5z20,Q9I530
5z21,Q8RG11
5z2f,A0A3B6UER2
5z2l,P39333
5z2m,P51150
5z3i,P11140
5z46,V5TDZ4
5z48,Q9RX25
5z49,Q9F1R2
5z4m,Q9VI58
5z53,A0A1P8VSI6
5z54,A0A076NBW8
5z5a,Q8X270
5z5c,Q8REP3
5z5i,Q2I2N4
5z69,Q8RDL3
5z6t,P31867
5z8a,Q70KD9
5z99,Q7VL18
5z9j,G0LWB2
5z9y,P9WG73
5zai,A4YI89
5zb2,P06779
5zbk,P48636
5zbl,Q8NN34
5zbr,A0A0G2K8Z9
5zc9,P60842
5zcm,A0A0M4HL56
5zct,P0C0U4
5zcu,Q6EN42
5zdb,Q9RZM4
5zdk,Q5SKU4
5zdn,D2SNF7
5ze6,P0AD57
5ze8,A0A2P1N6U9
5ze9,Q08636
5zec,A7TM80
5zee,C4LSS0
5zg1,P42262
5zge,C7C422
5zhj,P9WFY7
5zi2,P32419
5ziq,A0A1D1V896
5zj5,Q9L1E4
5zk4,Q4U443
5zl6,Q03Z32
5zm4,A0A097ZPD5
5zmy,F1LJ99
5znc,Q8T9Z7
5zoh,Q8YXY7
5zol,P78055
5zq0,Q97R12
5zq4,Q6BBR6
5zqc,Q8Y3M3
5zqk,H9M652
5zqn,P9WML9
5zro,A0R2K6
5zrr,W0TJ64
5zsg,G7NS93
5zsj,B3Y653
5ztb,Q72LF3
5zur,A0A3F2YLV4
5zve,O57712
5zw4,O32036
5zw7,Q5W271
5zwb,A0A0F7J8S0
5zxd,Q8NE71
5zxm,A0A3R0U328
5zxu,A0A4V8GZL4
5zyn,P21375
5zz6,Q9WY16
5zzr,O52792
6a0q,Q5ZS97
6a0t,Q5SL04
6a15,O64989
6a2f,Q9HUN4
6a2j,P12946
6a2m,A7UD81
6a2w,B7FRW2
6a3g,F0M433
6a3k,A0A2Z6I6U9
6a3l,D4ZGZ2
6a46,Q9R1A9
6a4f,Q47VZ4
6a55,Q4FNM4
6a5k,Q8VZ17
6a6a,Q47746
6a6q,P06181
6a7i,A0A087KD84
6a8a,A0A3S7X0F5
6a8h,Q93HT9
6a99,A0A1P8VSL7
6a9a,P08773
6a9t,P40051
6aa8,P52041
6abp,P02924
6abw,A4YDF6
6aby,A4YGX6
6aci,B7UI21
6adu,V5TER4
6ae9,Q942P9
6aek,P06802
6af9,Q99497
6ag0,Q9KWY6
6agz,A0A5H1ZR30
6ahe,D0CAD5
6ahs,Q91VE3
6aic,Q6GEZ3
6aid,F7IX06
6aik,P40506
6ain,C6FI48
6ajp,A0QP43
6akd,A0A077KUW8
6alw,P0A0N2
6amg,F9ZFJ0
6amh,Q8U093
6ap7,J9U5U9
6ap8,Q10QA5
6apl,Q9UJ37
6aqj,Q2YUF3
6ar4,Q9NRD5
6arb,P9WPE1
6aro,Q1RBS0
6ary,Q869C3
6as6,P9WK17
6at2,P22259
6aud,P48736
6avj,P0C7P0
6ayi,P0ACT6
6ayq,Q0PC20
6ayu,P9WN21
6azq,Q1M7F4
6b04,Q1XAB1
6b1k,P14174
6b21,P69681
6b2m,F9UST4
6b2w,Q0P9V0
6b3a,A0A1U7N2Z8
6b4h,G0S7F3
6b5g,O94788
6b5k,P9WH13
6b74,P00748
6b7o,Q5ZSK8
6b89,P0A9V1
6b92,Q86W50
6b9f,Q8WXF7
6b9i,X5EH37
6b9p,C0HJB3
6b9t,A9A1T2
6baf,Q097N3
6bc3,Q47030
6bde,A9DSJ8
6be0,E8XKZ3
6bfh,Q93ET8
6bfn,P51617
6bfy,P0A6P9
6bgy,P29375
6bii,F8AEA4
6bja,F1L3N8
6bjb,F1KYX0
6bk0,Q7XT97
6bka,Q12723
6bkg,P49917
6bkx,O75874
6bld,B2HMF7
6bm5,P13009
6bme,R9RY64
6bmh,P11610
6bmy,Q06124
6box,O60016
6bpf,A0A077KT80
6bpm,P75780
6bq5,G7K2D1
6bqa,Q9H8M2
6bqc,P0A9H7
6bqj,P27958
6br5,E0UY46
6br7,Q2VSW6
6br8,Q9J563
6bs3,P9WKX5
6bsl,P13497
6bsr,Q9K3C9
6bsw,Q9LZJ3
6bsx,Q15382
6bt4,P49051
6bu0,O00443
6bu3,B5LY47
6bum,Q2RGM7
6buv,P9WJJ5
6bve,Q59994
6bwh,P9WP83
6bwl,Q3ESA4
6bwq,F9UST1
6bxi,Q15208
6bxl,O58832
6bxo,A0A062UZ78
6bxw,A0A140H546
6bym,P38800
6bzt,Q4KCZ3
6c02,O14638
6c0b,Q14332
6c0m,G8G134
6c12,P0AC41
6c28,Q6N8V9
6c2z,P32582
6c3c,G8WNK6
6c3m,P17846
6c3u,A0A0H3GM04
6c4m,Q8CKU7
6c5b,A0A172J1V3
6c5c,Q5AME2
6c6n,Q14534
6c76,A0A0Q2QQL1
6c7n,Q84LQ5
6c80,A0A0U1ZL01
6c8r,B2KPR3
6c90,P42285
6c92,A0A0X1KHF5
6c9p,P9WID5
6cay,Q06681
6cbn,Q53U08
6cc0,Q9RMS5
6cck,P0A6I6
6cd1,G7ILW0
6cep,P00336
6ceq,Q9KKL2
6cf5,Q6DQ33
6cfg,A8UDR1
6cgn,P50620
6cgp,A7YT55
6cgz,T0BMH6
6ci9,A0QP46
6cib,Q8TZ25
6cj6,P24361
6cj9,C0HK27
6cjl,P46598
6ck0,B5Z8D8
6ckk,P0A0Z8
6clv,O05701
6coj,Q0S7Q0
6cr2,E9QY26
6cst,Q9UBT6
6cul,Q9I184
6cvq,Q7Z2E3
6cwi,C1JZ07
6cxt,F2K077
6cz4,Q13882
6cz7,Q7WTU0
6czf,P0AG16
6czz,Q96255
6d2n,Q9HVB9
6d31,Q9BQ65
6d3g,A2RP81
6d3m,Q8KSC8
6d3u,A0A084JZF2
6d4a,P20138
6d4r,G7CNL4
6d50,A0A078SUX9
6d5x,Q96EY8
6d6l,P25084
6d6w,A0A174CQK8
6d71,Q8IXI2
6d97,A0A2H4PMI3
6d9r,B9ZW32
6d9t,A0A068A5A2
6da0,A0A384E136
6da9,C6ZCR8
6dam,A0A3F2YLY8
6dcb,Q7L2J0
6dcd,B2HFD6
6de6,Q60I59
6den,A0A1D8PJF9
6dew,O75208
6df4,U3KMH2
6dfe,A0A152KUZ3
6dfl,Q9HUF7
6dgj,C9XTL5
6dgm,Q48UA4
6dh0,Q7ZCI0
6dh3,Q6B6C5
6dh8,Q7ZCR0
6dhd,P00366
6di7,G0SFF0
6djt,Q57705
6dll,Q88H28
6dnd,P17174
6dnt,D3E402
6dnz,Q4GYA9
6dqo,P80644
6ds1,Q0PB28
6dsp,U5MRH9
6dt4,A0A2U2GZI4
6dte,A0A125HFC0
6dub,Q5VVY1
6dux,Q9AGA6
6dv4,P04585
6dvh,P21795
6dwd,Q9Y3Z3
6dxs,G2IQQ5
6dys,Q9VDC6
6dyz,Q13126
6dzx,C6S9R8
6e0l,G2SLH8
6e0n,A0A4V8GZR7
6e1j,C5J4P1
6e1q,Q8GZ29
6e2b,P62992
6e2n,Q99683
6e2t,Q9FD68
6e3a,A3DJX6
6e45,P14902
6e4v,P16869
6e5f,O53780
6e5w,P82980
6e6q,Q9HY80
6e6t,A0A1X9WEN9
6e8i,D3HJY4
6ea9,Q01225
6eac,Q87VB1
6ebq,F2I8Y0
6ec8,D6Y502
6ech,P12928
6ect,Q8RJY2
6ecw,Q8RJY3
6edv,Q9HX72
6ee1,Q8VJU4
6ee2,W4I9J7
6eee,A0A0L7KHE6
6eev,A9BQX8
6efv,W8SX42
6egu,P03518
6ehd,A0A0H3AME7
6ehs,P0ACE1
6ei3,Q8PAS2
6ei4,B2ZB02
6ej7,Q86Y38
6eji,O86151
6eku,P0C6E9
6ekz,B9W4V6
6el2,Q4J9S1
6el3,Q9STX2
6emu,Q5JD38
6enh,Q5SHZ4
6enk,Q9L074
6eno,Q3AET9
6enx,Q6DHI5
6eoa,J9VGI2
6eof,G3I8R9
6ept,Q6PL18
6eqm,P56817
6eqs,Q9NXA8
6er9,Q84H73
6erk,Q1QDV8
6es0,O43353
6es9,A1B5Y0
6et3,Q9I4X1
6etv,Q6B0I6
6eug,Q8A1H8
6eur,J3BZS6
6euw,Q2LG68
6ew3,D1MEN9
6ewq,A0A0H2URM1
6ewz,W8U368
6ex8,Q95PM0
6exm,P22262
6eyj,P16581
6eyt,A0A0H3NMP8
6eyu,G0QG75
6f05,O80852
6f0c,Q8VS75
6f1j,A0A2H5BN17
6f2b,C7QJ42
6f2f,O59413
6f30,P97675
6f35,P58350
6f3f,P05480
